Latent_Feature,Importance
7,2.5185172432738668e-05
1,2.0712088724236475e-05
5,1.8636087836436257e-05
0,1.6987796496955686e-05
6,-2.8767273513645614e-06
3,-7.775847169930596e-06
4,-1.6018081360572317e-05
2,-0.00013356413471242947
